Filenames,SDkey
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_23.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_24.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_25.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_26.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_27.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_28.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_29.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_30.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_31.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_32.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_33.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_34.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_35.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_36.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_37.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_38.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_39.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_40.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_41.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_42.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_43.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_44.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_45.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_46.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_47.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_48.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_49.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_50.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_51.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_52.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_53.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_54.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_55.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_56.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_57.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_58.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_59.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_60.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_61.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_62.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_63.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_64.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_65.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_66.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_67.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_68.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_69.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_70.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_71.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_72.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_73.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_74.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_75.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_76.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_77.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_78.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_79.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_80.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_81.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_82.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_83.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_84.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_85.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_86.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_87.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_88.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_89.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_90.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_91.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_92.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_93.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_94.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_95.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_96.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_97.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_98.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_99.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_100.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_101.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_102.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_103.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_104.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_105.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_106.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_107.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_108.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_109.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_110.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_111.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_112.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_113.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_114.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_115.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_116.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_117.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_118.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_119.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_120.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_121.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_122.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_123.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_124.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_125.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_126.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_127.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_128.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_129.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_130.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_131.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_132.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_133.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_134.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_135.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_136.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_137.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_138.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_139.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_140.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_141.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_142.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_143.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_144.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_145.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_146.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_147.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_148.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_149.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_150.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_151.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_152.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_153.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_154.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_155.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_156.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_157.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_158.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_159.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_160.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_161.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_162.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_163.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_164.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_165.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_166.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_167.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_168.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_169.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_170.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_171.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_172.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_173.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_174.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_175.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_176.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_177.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_178.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_179.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_180.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_181.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_182.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_183.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_184.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_185.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_186.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_187.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_188.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_189.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_190.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_191.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_192.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_193.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_194.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_195.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_196.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_197.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_198.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_199.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_200.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_201.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_202.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_203.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_204.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_205.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_206.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_207.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_208.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_209.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_210.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_211.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_212.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_213.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_214.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_215.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_216.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_217.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_218.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_219.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_220.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_221.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_222.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_223.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_224.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_225.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_226.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_227.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_228.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_229.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_230.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_231.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_232.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_233.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_234.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_235.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_236.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_237.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_238.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_239.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_240.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_241.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_242.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_243.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_244.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_245.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_246.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_247.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_248.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_249.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_250.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_251.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_252.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_253.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_254.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_255.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_256.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_257.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_258.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_259.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_260.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_261.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_262.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_263.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_264.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_265.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_266.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_267.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_268.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_269.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_270.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_271.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_272.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_273.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_274.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_275.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_276.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_277.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_278.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_279.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_280.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_281.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_282.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_283.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_284.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_285.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_286.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_287.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_288.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_289.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_290.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_291.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_292.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_293.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_294.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_295.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_296.jpg","bonafide"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_297.jpg","bonafide"
